OBJECTID,FID_Select,osm_id,name,ref,type,oneway,bridge,tunnel,maxspeed,Class,ORIG_FID,geometry,Indegree,Outdegree,Degree_unweighted,Farness_unweighted,Farness_weighted,Indegree_norm,Outdegree_norm,Degree_unweighted_norm,Farness_unweighted_norm,Farness_weighted_norm
54494,15,23133709,Outer Circle,,secondary,1,0,0,0,0,27247,POINT (716677.1427141363 3169301.431652056),12.0,12.0,3.0,3475844.0,16131.0,0.04878048780487805,0.04878048780487805,0.3333333333333333,0.5185017669531283,0.0029416704552230927
54496,9354,164675808,,,footway,0,0,0,0,0,27248,POINT (716992.3992045391 3169301.9239574894),0.0,0.0,4.0,3759903.0,16131.0,0.0,0.0,0.4444444444444444,0.5608756748209552,0.0029416704552230927
54500,9364,164675820,,,footway,0,0,0,0,0,27250,POINT (717012.7089966238 3169302.005978564),0.0,0.0,3.0,3688581.0,16131.0,0.0,0.0,0.3333333333333333,0.5502363644771564,0.0029416704552230927
54504,9638,165073706,,,pedestrian,0,0,0,0,0,27252,POINT (701470.7985424679 3169302.008981714),0.0,0.0,3.0,3456028.0,16131.0,0.0,0.0,0.3333333333333333,0.515545756552793,0.0029416704552230927
54506,9644,165073712,,,living_street,0,0,0,0,0,27253,POINT (701479.3887579255 3169284.81903127),0.0,0.0,1.0,3508602.0,16131.0,0.0,0.0,0.1111111111111111,0.5233883731649868,0.0029416704552230927
54507,23748,265927786,,,tertiary,1,0,0,0,0,27254,POINT (712522.1700657392 3169303.002016017),19.0,19.0,3.0,3403250.0,16131.0,0.07723577235772358,0.07723577235772358,0.3333333333333333,0.5076727086667969,0.0029416704552230927
54510,9645,165073713,,,living_street,0,0,0,0,0,27255,POINT (701397.3206281746 3169303.036726162),0.0,0.0,3.0,3508936.0,16131.0,0.0,0.0,0.3333333333333333,0.5234381969171926,0.0029416704552230927
54512,1557,70220654,Mahatma Gandhi Marg,,primary,1,0,0,0,0,27256,POINT (719631.748785588 3169303.764163317),31.0,31.0,3.0,3339737.0,16131.0,0.12601626016260162,0.12601626016260162,0.3333333333333333,0.4981982895834048,0.0029416704552230927
54513,9624,165072617,,,residential,0,0,0,0,0,27257,POINT (701207.8944640309 3169304.206809664),0.0,0.0,3.0,3601183.0,16131.0,0.0,0.0,0.3333333333333333,0.5371989504193997,0.0029416704552230927
54516,9637,165073705,,,living_street,0,0,0,0,0,27258,POINT (701217.5757049825 3169284.4081708826),0.0,0.0,1.0,3653757.0,16131.0,0.0,0.0,0.1111111111111111,0.5450415670315933,0.0029416704552230927
54518,7418,80499763,,,footway,0,0,0,0,0,27259,POINT (716923.0295109721 3169304.209767673),0.0,0.0,3.0,3643765.0,16131.0,0.0,0.0,0.3333333333333333,0.5435510313069188,0.0029416704552230927
54520,9354,164675808,,,footway,0,0,0,0,0,27260,POINT (716994.4941601455 3169304.6522339005),0.0,0.0,4.0,3741087.0,16131.0,0.0,0.0,0.4444444444444444,0.558068837331416,0.0029416704552230927
54523,1643,76702413,,,residential,0,0,0,0,0,27262,POINT (726469.0932268491 3169304.7602784596),0.0,0.0,3.0,4281739.0,16131.0,0.0,0.0,0.3333333333333333,0.6387194698991442,0.0029416704552230927
54525,9644,165073712,,,living_street,0,0,0,0,0,27263,POINT (701467.344213604 3169308.922340162),0.0,0.0,3.0,3403559.0,16131.0,0.0,0.0,0.3333333333333333,0.507718803096233,0.0029416704552230927
54528,24459,278977332,,,residential,0,0,0,0,0,27264,POINT (686706.3105874872 3169309.5299829226),0.0,0.0,4.0,4145993.0,16131.0,0.0,0.0,0.4444444444444444,0.618469843950218,0.0029416704552230927
54529,24451,278977236,,,residential,0,0,0,0,0,27265,POINT (686792.8269438315 3169307.30765447),0.0,0.0,1.0,4198567.0,16131.0,0.0,0.0,0.1111111111111111,0.6263124605624117,0.0029416704552230927
54531,23751,265927789,,,residential,0,0,0,0,0,27266,POINT (712901.1785954582 3169309.7145549767),0.0,0.0,3.0,3582961.0,16131.0,0.0,0.0,0.3333333333333333,0.5344807216388733,0.0029416704552230927
54534,9369,164675826,,,footway,0,0,0,0,0,27267,POINT (716933.8041073447 3169309.7315443326),0.0,0.0,3.0,3696300.0,16131.0,0.0,0.0,0.3333333333333333,0.5513878301755915,0.0029416704552230927
54537,188,24582917,,,residential,0,0,0,0,0,27269,POINT (717551.8195638377 3169310.0816006437),0.0,0.0,3.0,3625039.0,16131.0,0.0,0.0,0.3333333333333333,0.5407576193793512,0.0029416704552230927
54542,7418,80499763,,,footway,0,0,0,0,0,27271,POINT (716920.396531932 3169310.6245331),0.0,0.0,3.0,3606245.0,16131.0,0.0,0.0,0.3333333333333333,0.5379540636938495,0.0029416704552230927
54543,7418,80499763,,,footway,0,0,0,0,0,27272,POINT (716989.2291064635 3169311.7032609526),0.0,0.0,3.0,3759904.0,16131.0,0.0,0.0,0.3333333333333333,0.560875823993866,0.0029416704552230927
54549,9161,154356517,Kotla Road,,residential,0,0,0,0,0,27275,POINT (719048.9947004728 3169311.781822698),9.0,10.0,1.0,3544610.0,16131.0,0.036585365853658534,0.04065040650406504,0.1111111111111111,0.5287597913369324,0.0029416704552230927
54552,26245,315608917,,,tertiary,1,0,0,0,0,27276,POINT (712491.7641505022 3169311.9279171694),16.0,16.0,3.0,3348351.0,16131.0,0.06504065040650407,0.06504065040650407,0.3333333333333333,0.49948326503700236,0.0029416704552230927
54554,9364,164675820,,,footway,0,0,0,0,0,27277,POINT (717015.5693633929 3169312.3144898564),0.0,0.0,3.0,3684623.0,16131.0,0.0,0.0,0.3333333333333333,0.5496459380962255,0.0029416704552230927
54557,23740,265927776,Dev Prakash Shastri Road,,secondary,1,0,0,0,0,27279,POINT (712484.8903290424 3169312.33504368),16.0,16.0,3.0,3361592.0,16131.0,0.06504065040650407,0.06504065040650407,0.3333333333333333,0.5014584635488534,0.0029416704552230927
54561,7427,80499780,,,footway,0,0,0,0,0,27281,POINT (716908.3989885524 3169313.018272957),0.0,0.0,3.0,3553728.0,16131.0,0.0,0.0,0.3333333333333333,0.5301199499375712,0.0029416704552230927
54566,9369,164675826,,,footway,0,0,0,0,0,27283,POINT (716939.9522548914 3169313.6596018635),0.0,0.0,3.0,3748793.0,16131.0,0.0,0.0,0.3333333333333333,0.5592183637820106,0.0029416704552230927
54570,9161,154356517,Kotla Road,,residential,0,0,0,0,0,27285,POINT (718444.3685148722 3169313.7317899037),0.0,0.0,3.0,3491826.0,16131.0,0.0,0.0,0.3333333333333333,0.5208858484134715,0.0029416704552230927
54574,9645,165073713,,,living_street,0,0,0,0,0,27287,POINT (701433.0142893065 3169318.617897397),0.0,0.0,3.0,3466549.0,16131.0,0.0,0.0,0.3333333333333333,0.5171152047472787,0.0029416704552230927
54576,7495,80678183,Dev Prakash Shastri Road,,secondary,1,0,0,0,0,27288,POINT (712479.1346426783 3169319.026411649),15.0,15.0,3.0,3413081.0,16131.0,0.06097560975609756,0.06097560975609756,0.3333333333333333,0.5091392275528334,0.0029416704552230927
54580,25831,302530831,Vikas Marg,,secondary,1,0,0,0,0,27290,POINT (722819.119738658 3169319.716873672),49.0,45.0,3.0,3542512.0,541661.0,0.1991869918699187,0.18292682926829268,0.3333333333333333,0.5284468265700821,0.09877801502985528
54582,1866,76734532,,,residential,0,0,0,0,0,27291,POINT (724481.5651354464 3169319.7990718875),0.0,0.0,3.0,4218060.0,16131.0,0.0,0.0,0.3333333333333333,0.6292202881125599,0.0029416704552230927
54583,23743,265927779,,,secondary,1,0,0,0,0,27292,POINT (712498.8082390968 3169319.905324567),20.0,22.0,4.0,3395824.0,16131.0,0.08130081300813008,0.08943089430894309,0.4444444444444444,0.5065649506312252,0.0029416704552230927
54587,7427,80499780,,,footway,0,0,0,0,0,27294,POINT (716915.8172068531 3169321.7705207895),0.0,0.0,3.0,3606239.0,16131.0,0.0,0.0,0.3333333333333333,0.5379531686563847,0.0029416704552230927
54592,1656,76702773,,,trunk_link,1,0,0,0,0,27296,POINT (727513.4389133668 3169321.8137367964),14.0,14.0,3.0,4485179.0,16131.0,0.056910569105691054,0.056910569105691054,0.3333333333333333,0.669067206871501,0.0029416704552230927
54595,9624,165072617,,,residential,0,0,0,0,0,27298,POINT (701244.3814176442 3169322.0071107056),0.0,0.0,3.0,3556289.0,16131.0,0.0,0.0,0.3333333333333333,0.5305019817621199,0.0029416704552230927
54599,9644,165073712,,,living_street,0,0,0,0,0,27300,POINT (701501.7879327592 3169323.251654893),0.0,0.0,4.0,3351059.0,16131.0,0.0,0.0,0.4444444444444444,0.49988722527943813,0.0029416704552230927
54603,1788,76733234,,,residential,0,0,0,0,0,27302,POINT (724401.9630105644 3169325.6207932197),7.0,7.0,3.0,4060648.0,16131.0,0.028455284552845527,0.028455284552845527,0.3333333333333333,0.6057386818783256,0.0029416704552230927
54606,23743,265927779,,,secondary,1,0,0,0,0,27303,POINT (712479.8028892614 3169325.845707584),15.0,15.0,3.0,3457379.0,16131.0,0.06097560975609756,0.06097560975609756,0.3333333333333333,0.5157472891552786,0.0029416704552230927
54608,7418,80499763,,,footway,0,0,0,0,0,27304,POINT (716914.7010774584 3169326.04042192),0.0,0.0,3.0,3658722.0,16131.0,0.0,0.0,0.3333333333333333,0.5457822105336959,0.0029416704552230927
54610,1661,76702778,,,residential,0,0,0,0,0,27305,POINT (726570.1299468223 3169327.2536005583),0.0,0.0,3.0,4320770.0,16131.0,0.0,0.0,0.3333333333333333,0.6445418377804264,0.0029416704552230927
54613,9644,165073712,,,living_street,0,0,0,0,0,27307,POINT (701513.6326860748 3169328.8769046683),0.0,0.0,3.0,3298555.0,16131.0,0.0,0.0,0.3333333333333333,0.4920550507710002,0.0029416704552230927
54617,22923,235249153,,,residential,0,0,0,0,0,27309,POINT (712744.6580933277 3169329.102787638),0.0,0.0,3.0,3490004.0,16131.0,0.0,0.0,0.3333333333333333,0.520614055370001,0.0029416704552230927
54621,9640,165073708,,,living_street,0,0,0,0,0,27311,POINT (701457.2772781523 3169330.07769824),0.0,0.0,3.0,3414072.0,16131.0,0.0,0.0,0.3333333333333333,0.5092870579074322,0.0029416704552230927
54626,23743,265927779,,,secondary,1,0,0,0,0,27313,POINT (712486.268760588 3169331.196164828),15.0,15.0,3.0,3416514.0,16131.0,0.06097560975609756,0.06097560975609756,0.3333333333333333,0.5096513381555963,0.0029416704552230927
54630,3025,77645937,Shivaji Road,,secondary,1,0,0,0,0,27315,POINT (704486.9772546496 3169331.6464877687),38.0,38.0,3.0,3332217.0,68703.0,0.15447154471544716,0.15447154471544716,0.3333333333333333,0.4970765092942182,0.012528769777769025
54632,9360,164675816,,,footway,0,0,0,0,0,27316,POINT (716933.0998749761 3169332.3800662886),0.0,0.0,3.0,3711255.0,16131.0,0.0,0.0,0.3333333333333333,0.553618711056547,0.0029416704552230927
54635,9624,165072617,,,residential,0,0,0,0,0,27318,POINT (701268.6188894678 3169333.820810955),0.0,0.0,3.0,3573470.0,16131.0,0.0,0.0,0.3333333333333333,0.5330649215425076,0.0029416704552230927
54638,9633,165073701,,,living_street,0,0,0,0,0,27319,POINT (701278.9839084204 3169311.805765396),0.0,0.0,1.0,3626044.0,16131.0,0.0,0.0,0.1111111111111111,0.5409075381547013,0.0029416704552230927
54640,9354,164675808,,,footway,0,0,0,0,0,27320,POINT (716999.957847382 3169336.016533844),0.0,0.0,3.0,3737129.0,16131.0,0.0,0.0,0.3333333333333333,0.557478410950485,0.0029416704552230927
54642,9640,165073708,,,living_street,0,0,0,0,0,27321,POINT (701422.9218190592 3169337.8550064825),0.0,0.0,1.0,3519123.0,16131.0,0.0,0.0,0.1111111111111111,0.5249578213594724,0.0029416704552230927
54643,9356,164675811,,,footway,0,0,0,0,0,27322,POINT (717012.7283763401 3169338.349177258),0.0,0.0,3.0,3690269.0,16131.0,0.0,0.0,0.3333333333333333,0.5504881683505802,0.0029416704552230927
54648,501,31056641,Shaheed Baghat Singh Marg,,secondary,1,0,0,0,0,27324,POINT (716640.0373009229 3169339.0929767024),1.0,1.0,3.0,3479590.0,16131.0,0.0040650406504065045,0.0040650406504065045,0.3333333333333333,0.5190605686769706,0.0029416704552230927
54650,1156,44263463,,,service,0,0,0,0,0,27325,POINT (716603.9709850764 3169339.1892013587),2.0,1.0,3.0,3484150.0,16131.0,0.008130081300813009,0.0040650406504065045,0.3333333333333333,0.5197407971502007,0.0029416704552230927
54653,1471,55207566,,,tertiary,0,0,0,0,0,27327,POINT (701897.7754854476 3169340.188003801),2.0,2.0,3.0,3343996.0,16131.0,0.008130081300813009,0.008130081300813009,0.3333333333333333,0.49883361701048534,0.0029416704552230927
54656,1866,76734532,,,residential,0,0,0,0,0,27328,POINT (724493.2786955927 3169341.977358578),0.0,0.0,3.0,4269011.0,16131.0,0.0,0.0,0.3333333333333333,0.6368207970905315,0.0029416704552230927
54657,13,23133486,,,tertiary,1,0,0,0,0,27329,POINT (717120.1550423494 3169342.795453394),36.0,36.0,3.0,3580097.0,16131.0,0.14634146341463414,0.14634146341463414,0.3333333333333333,0.5340534904223533,0.0029416704552230927
54659,9379,164683609,,,footway,0,0,0,0,0,27330,POINT (717131.750821216 3169345.7050888333),0.0,0.0,2.0,3632666.0,16131.0,0.0,0.0,0.2222222222222222,0.5418953611699929,0.0029416704552230927
54661,1864,76734529,,,residential,0,0,0,0,0,27331,POINT (724418.7175906142 3169347.1307880227),0.0,0.0,3.0,4113174.0,16131.0,0.0,0.0,0.3333333333333333,0.6135741381908011,0.0029416704552230927
54668,22939,235249169,,,residential,0,0,0,0,0,27334,POINT (712834.4549361188 3169350.295148365),0.0,0.0,4.0,3594844.0,16131.0,0.0,0.0,0.4444444444444444,0.5362533433378632,0.0029416704552230927
54671,9624,165072617,,,residential,0,0,0,0,0,27336,POINT (701303.317285235 3169350.4043211024),0.0,0.0,3.0,3550869.0,16131.0,0.0,0.0,0.3333333333333333,0.5296934645856051,0.0029416704552230927
54675,9356,164675811,,,footway,0,0,0,0,0,27338,POINT (717041.9424879486 3169350.6440107003),0.0,0.0,3.0,3637728.0,16131.0,0.0,0.0,0.3333333333333333,0.5426504744444428,0.0029416704552230927
54680,24459,278977332,,,residential,0,0,0,0,0,27340,POINT (686734.6206781846 3169351.3206774984),0.0,0.0,1.0,4198567.0,16131.0,0.0,0.0,0.1111111111111111,0.6263124605624117,0.0029416704552230927
54682,16436,175769949,,,residential,1,0,0,0,0,27341,POINT (727214.1460146653 3169351.9021384977),0.0,0.0,3.0,4438757.0,16131.0,0.0,0.0,0.3333333333333333,0.6621423020065248,0.0029416704552230927
54684,9386,164684422,,,residential,0,0,0,0,0,27342,POINT (718120.8238889407 3169352.777234655),19.0,19.0,3.0,3406842.0,16131.0,0.07723577235772358,0.07723577235772358,0.3333333333333333,0.5082085377623765,0.0029416704552230927
54688,24451,278977236,,,residential,0,0,0,0,0,27344,POINT (686657.6020766646 3169354.018524727),0.0,0.0,1.0,4198567.0,16131.0,0.0,0.0,0.1111111111111111,0.6263124605624117,0.0029416704552230927
54690,9354,164675808,,,footway,0,0,0,0,0,27345,POINT (716992.9211369511 3169354.123767486),0.0,0.0,3.0,3694692.0,16131.0,0.0,0.0,0.3333333333333333,0.5511479601350313,0.0029416704552230927
54691,1640,76702393,,,residential,1,0,0,0,0,27346,POINT (727222.7432049969 3169354.4975521117),0.0,0.0,4.0,4488657.0,16131.0,0.0,0.0,0.4444444444444444,0.6695860302552498,0.0029416704552230927
54695,24434,278977094,,,unclassified,0,0,0,0,0,27348,POINT (686457.4693676298 3169354.712042356),0.0,0.0,1.0,4145999.0,16131.0,0.0,0.0,0.1111111111111111,0.6184707389876828,0.0029416704552230927
54697,1659,76702776,,,trunk_link,1,0,0,0,0,27349,POINT (727606.1512839273 3169355.263973886),14.0,11.0,3.0,4537237.0,16131.0,0.056910569105691054,0.044715447154471545,0.3333333333333333,0.6768328502617239,0.0029416704552230927
54702,1155,44263461,,,unclassified,0,0,0,0,0,27351,POINT (716307.7207293799 3169356.472490603),1.0,1.0,3.0,3456547.0,16131.0,0.0040650406504065045,0.0040650406504065045,0.3333333333333333,0.5156231772934962,0.0029416704552230927
54706,7420,80499765,,,footway,0,0,0,0,0,27353,POINT (717001.8975031851 3169358.5035228934),0.0,0.0,3.0,3642175.0,16131.0,0.0,0.0,0.3333333333333333,0.543313846378753,0.0029416704552230927
54707,23751,265927789,,,residential,0,0,0,0,0,27354,POINT (712931.092908076 3169358.9076915104),0.0,0.0,3.0,3557405.0,16131.0,0.0,0.0,0.3333333333333333,0.5306684587305683,0.0029416704552230927
54711,1864,76734529,,,residential,0,0,0,0,0,27356,POINT (724428.2169052968 3169359.3099166527),0.0,0.0,3.0,4165622.0,16131.0,0.0,0.0,0.3333333333333333,0.6213979590162345,0.0029416704552230927
54714,1833,76733282,,,residential,1,0,0,0,0,27357,POINT (724627.2521816343 3169359.4652364347),0.0,0.0,3.0,4086016.0,16131.0,0.0,0.0,0.3333333333333333,0.6095229002794008,0.0029416704552230927
54715,1864,76734529,,,residential,0,0,0,0,0,27358,POINT (724429.4007044602 3169360.8294670843),0.0,0.0,3.0,4218052.0,16131.0,0.0,0.0,0.3333333333333333,0.6292190947292735,0.0029416704552230927
54719,9624,165072617,,,residential,0,0,0,0,0,27360,POINT (701325.2304196218 3169360.881063003),0.0,0.0,3.0,3519025.0,16131.0,0.0,0.0,0.3333333333333333,0.5249432024142144,0.0029416704552230927
54722,9629,165073697,,,living_street,0,0,0,0,0,27361,POINT (701337.0813964158 3169337.206639571),0.0,0.0,1.0,3571599.0,16131.0,0.0,0.0,0.1111111111111111,0.5327858190264081,0.0029416704552230927
54723,1669,76702787,,,trunk_link,1,0,0,0,0,27362,POINT (727828.5424084952 3169361.941138804),0.0,0.0,1.0,4639369.0,16131.0,0.0,0.0,0.1111111111111111,0.6920681779871503,0.0029416704552230927
54725,1157,44277690,Bhai Vir Singh Marg,,tertiary,0,0,0,0,0,27363,POINT (715604.2188710188 3169363.3129991125),2.0,2.0,3.0,3417496.0,16131.0,0.008130081300813009,0.008130081300813009,0.3333333333333333,0.509797825953998,0.0029416704552230927
54728,16436,175769949,,,residential,1,0,0,0,0,27364,POINT (727210.6427255236 3169363.5315229557),0.0,0.0,3.0,4491317.0,16131.0,0.0,0.0,0.3333333333333333,0.6699828301979673,0.0029416704552230927
54729,9354,164675808,,,footway,0,0,0,0,0,27365,POINT (716940.4682319174 3169364.3584391065),0.0,0.0,2.0,3752966.0,16131.0,0.0,0.0,0.2222222222222222,0.5598408623387627,0.0029416704552230927
54731,9376,164683606,,,steps,0,0,0,0,0,27366,POINT (717125.2812198782 3169365.918224577),0.0,0.0,2.0,3685220.0,16131.0,0.0,0.0,0.2222222222222222,0.5497349943239708,0.0029416704552230927
54734,1634,76702342,,,residential,1,0,0,0,0,27367,POINT (727218.5420320248 3169366.800798513),0.0,0.0,4.0,4541217.0,16131.0,0.0,0.0,0.4444444444444444,0.6774265584466923,0.0029416704552230927
54737,9354,164675808,,,footway,0,0,0,0,0,27369,POINT (716944.226974884 3169368.430607341),0.0,0.0,3.0,3738181.0,16131.0,0.0,0.0,0.3333333333333333,0.5576353408526425,0.0029416704552230927
54740,7420,80499765,,,footway,0,0,0,0,0,27370,POINT (717026.3429163406 3169369.490182517),0.0,0.0,4.0,3589630.0,16131.0,0.0,0.0,0.4444444444444444,0.5354755557809724,0.0029416704552230927
54743,13,23133486,,,tertiary,1,0,0,0,0,27372,POINT (717111.7283019433 3169370.4226191603),36.0,36.0,3.0,3527623.0,16131.0,0.14634146341463414,0.14634146341463414,0.3333333333333333,0.5262257911012391,0.0029416704552230927
54746,433,28190501,Vande Matram Marg,,secondary,0,0,0,0,0,27373,POINT (714017.6966487942 3169371.535486739),54.0,54.0,4.0,3276841.0,121261.0,0.21951219512195122,0.21951219512195122,0.4444444444444444,0.48881591018597387,0.022113316041832958
54749,16489,175800228,Mahatma Gandhi Marg,,primary,1,0,0,0,0,27375,POINT (719666.477512937 3169372.780166624),16.0,16.0,3.0,3292105.0,16131.0,0.06504065040650407,0.06504065040650407,0.3333333333333333,0.4910928854963654,0.0029416704552230927
54750,16489,175800228,Mahatma Gandhi Marg,,primary,1,0,0,0,0,27375,POINT (719651.4579643011 3169142.0191915),16.0,16.0,2.0,3314531.0,68702.0,0.06504065040650407,0.06504065040650407,0.2222222222222222,0.4944382371938785,0.012528587416448881
54753,8615,125439718,Outer Circle,,secondary,1,0,0,0,0,27377,POINT (716684.5452337647 3169373.267733438),11.0,11.0,3.0,3429527.0,16131.0,0.044715447154471545,0.044715447154471545,0.3333333333333333,0.5115925252437858,0.0029416704552230927
54758,502,31056642,,,secondary,0,0,0,0,0,27379,POINT (715584.9441788653 3169374.1992844734),3.0,2.0,2.0,3448938.0,16131.0,0.012195121951219513,0.008130081300813009,0.2222222222222222,0.5144881206152487,0.0029416704552230927
54759,9354,164675808,,,footway,0,0,0,0,0,27380,POINT (716962.075334264 3169374.3831280917),0.0,0.0,3.0,3746651.0,16131.0,0.0,0.0,0.3333333333333333,0.5588988354070854,0.0029416704552230927
54763,532,31430332,,,tertiary,0,0,0,0,0,27382,POINT (704466.8464118838 3169375.371897636),1.0,1.0,3.0,3295937.0,16131.0,0.0040650406504065045,0.0040650406504065045,0.3333333333333333,0.491664516090536,0.0029416704552230927
54765,1652,76702768,,,residential,0,0,0,0,0,27383,POINT (726860.4672261951 3169375.8525871113),0.0,0.0,3.0,4471487.0,16131.0,0.0,0.0,0.3333333333333333,0.6670247313768809,0.0029416704552230927
54767,508,31056831,Dr K S Krishnan Road,,secondary,1,0,0,0,0,27384,POINT (712530.2186288657 3169376.1977413315),15.0,15.0,3.0,3416424.0,16131.0,0.06097560975609756,0.06097560975609756,0.3333333333333333,0.5096379125936247,0.0029416704552230927
54772,1833,76733282,,,residential,1,0,0,0,0,27386,POINT (724637.899151207 3169377.0662289187),0.0,0.0,3.0,4138521.0,16131.0,0.0,0.0,0.3333333333333333,0.6173552239607496,0.0029416704552230927
54774,25831,302530831,Vikas Marg,,secondary,1,0,0,0,0,27387,POINT (722893.355092735 3169378.210663026),56.0,49.0,3.0,3536756.0,541661.0,0.22764227642276422,0.1991869918699187,0.3333333333333333,0.5275881872955399,0.09877801502985528
54775,1864,76734529,,,residential,0,0,0,0,0,27388,POINT (724443.5871383632 3169379.041540915),0.0,0.0,4.0,4269005.0,16131.0,0.0,0.0,0.4444444444444444,0.6368199020530668,0.0029416704552230927
54779,9624,165072617,,,residential,0,0,0,0,0,27390,POINT (701363.7312108483 3169379.281844549),0.0,0.0,3.0,3476258.0,16131.0,0.0,0.0,0.3333333333333333,0.518563524538198,0.0029416704552230927
54784,242,24584373,Bangla Sahib Road,,unclassified,0,0,0,0,0,27392,POINT (715901.6621163702 3169379.760130422),10.0,9.0,4.0,3425983.0,16131.0,0.04065040650406504,0.036585365853658534,0.4444444444444444,0.5110638564479245,0.0029416704552230927
54788,9363,164675819,,,footway,0,0,0,0,0,27394,POINT (716960.9663989292 3169380.3716278244),0.0,0.0,3.0,3694690.0,16131.0,0.0,0.0,0.3333333333333333,0.5511476617892097,0.0029416704552230927
54792,13,23133486,,,tertiary,1,0,0,0,0,27396,POINT (716886.4024056727 3169381.392914785),43.0,43.0,3.0,3453586.0,646885.0,0.17479674796747968,0.17479674796747968,0.3333333333333333,0.515181476304629,0.11796680258055857
54794,23379,258340757,,,unclassified,0,0,0,0,0,27397,POINT (712151.4448073963 3169381.5080271102),0.0,0.0,3.0,3494381.0,16131.0,0.0,0.0,0.3333333333333333,0.5212669852005555,0.0029416704552230927
54795,188,24582917,,,residential,0,0,0,0,0,27398,POINT (717505.7536922796 3169381.754560167),0.0,0.0,2.0,3623846.0,16131.0,0.0,0.0,0.2222222222222222,0.5405796560967715,0.0029416704552230927
54797,1160,44277696,,,secondary,0,0,0,0,0,27399,POINT (714059.5167426262 3169381.9360311497),31.0,31.0,4.0,3253357.0,121261.0,0.12601626016260162,0.12601626016260162,0.4444444444444444,0.48531273354883847,0.022113316041832958
54803,1160,44277696,,,secondary,0,0,0,0,0,27402,POINT (714059.9235903798 3169382.686293075),36.0,36.0,2.0,3241555.0,278969.0,0.14634146341463414,0.14634146341463414,0.2222222222222222,0.483552194855623,0.05087315511890961
54806,1661,76702778,,,residential,0,0,0,0,0,27403,POINT (726618.3738869987 3169382.8735999595),0.0,0.0,3.0,4373294.0,16131.0,0.0,0.0,0.3333333333333333,0.6523769957470803,0.0029416704552230927
54807,22923,235249153,,,residential,0,0,0,0,0,27404,POINT (712775.7718783617 3169384.969268378),0.0,0.0,3.0,3542480.0,16131.0,0.0,0.0,0.3333333333333333,0.5284420530369367,0.0029416704552230927
54812,7418,80499763,,,footway,0,0,0,0,0,27406,POINT (716936.152333851 3169385.021862358),0.0,0.0,3.0,3685644.0,16131.0,0.0,0.0,0.3333333333333333,0.5497982436381483,0.0029416704552230927
54816,10936,170938121,,,tertiary,1,0,0,0,0,27408,POINT (725909.0892971046 3169385.7899651453),0.0,0.0,3.0,4002595.0,16131.0,0.0,0.0,0.3333333333333333,0.5970787468878801,0.0029416704552230927
54818,23745,265927782,,,residential,0,0,0,0,0,27409,POINT (713178.3934044205 3169387.220841041),0.0,0.0,2.0,3529591.0,16131.0,0.0,0.0,0.2222222222222222,0.5265193633896859,0.0029416704552230927
54820,1756,76727523,,,residential,0,0,0,0,0,27410,POINT (725919.7171677044 3169390.120069992),3.0,3.0,4.0,4029268.0,16131.0,0.012195121951219513,0.012195121951219513,0.4444444444444444,0.6010576359375442,0.0029416704552230927
54823,1788,76733234,,,residential,0,0,0,0,0,27412,POINT (724341.8236992536 3169391.245597422),7.0,7.0,3.0,4113084.0,16131.0,0.028455284552845527,0.028455284552845527,0.3333333333333333,0.6135607126288295,0.0029416704552230927
54826,9363,164675819,,,footway,0,0,0,0,0,27413,POINT (716955.6638878267 3169393.5885063857),0.0,0.0,3.0,3642145.0,16131.0,0.0,0.0,0.3333333333333333,0.5433093711914291,0.0029416704552230927
54828,1833,76733282,,,residential,1,0,0,0,0,27414,POINT (724656.7560510719 3169394.5257491004),0.0,0.0,3.0,4190927.0,16131.0,0.0,0.0,0.3333333333333333,0.6251727795239296,0.0029416704552230927
54831,9624,165072617,,,residential,0,0,0,0,0,27416,POINT (701399.1879084148 3169394.9807868507),0.0,0.0,3.0,3423802.0,16131.0,0.0,0.0,0.3333333333333333,0.5107385103294783,0.0029416704552230927
54834,9631,165073699,,,living_street,0,0,0,0,0,27417,POINT (701408.93926524 3169372.833316885),0.0,0.0,1.0,3476376.0,16131.0,0.0,0.0,0.1111111111111111,0.5185811269416719,0.0029416704552230927
54836,1666,76702784,,,trunk_link,1,0,0,0,0,27418,POINT (727774.9175822474 3169395.4663376864),0.0,0.0,1.0,4589811.0,16131.0,0.0,0.0,0.1111111111111111,0.6846754668739176,0.0029416704552230927
54837,1672,76702790,,,residential,0,0,0,0,0,27419,POINT (726893.588820857 3169398.0945949815),0.0,0.0,3.0,4524024.0,16131.0,0.0,0.0,0.3333333333333333,0.6748618285913751,0.0029416704552230927
54839,502,31056642,,,secondary,0,0,0,0,0,27420,POINT (715643.5475604543 3169398.4190473165),2.0,2.0,3.0,3385094.0,16131.0,0.008130081300813009,0.008130081300813009,0.3333333333333333,0.5049643252983831,0.0029416704552230927
54843,1864,76734529,,,residential,0,0,0,0,0,27422,POINT (724458.7953416137 3169398.548327582),0.0,0.0,4.0,4265884.0,16131.0,0.0,0.0,0.4444444444444444,0.6363543333984721,0.0029416704552230927
54848,7418,80499763,,,footway,0,0,0,0,0,27424,POINT (716943.0307473373 3169399.6623350065),0.0,0.0,3.0,3633942.0,16131.0,0.0,0.0,0.3333333333333333,0.5420857058041688,0.0029416704552230927
