Node,Indegree,Outdegree
54038,2,2
21275,9,13
54046,22,16
21281,10,10
152353,13,13
119587,1,1
54059,4,4
152368,70,70
152370,14,14
152371,15,15
21305,4,4
86842,4,5
54077,0,1
152382,24,20
21311,12,12
152387,5,1
54084,6,6
86860,7,7
54093,1,1
86862,6,6
54096,12,12
54099,14,39
21338,1,1
54108,38,58
152414,3,2
21343,10,10
86880,16,17
86881,6,6
21347,4,4
54123,58,58
54129,1,1
54133,19,19
54138,35,8
54139,14,13
54142,36,16
21382,0,7
54152,12,12
54162,1,1
152468,6,6
119701,6,6
21399,4,4
152472,8,8
54168,1,1
21411,12,12
54179,4,4
54186,3,3
119723,1,1
54190,0,1
21423,10,10
54194,1,1
21427,24,24
21431,1,4
119735,2,2
21436,32,32
21438,2,2
86981,7,7
21448,4,4
21463,2,2
86999,1,1
54238,2,2
21472,1,1
87009,5,5
54243,12,12
54246,14,14
54248,6,5
54250,4,4
87019,7,7
21487,23,23
54256,13,13
21492,4,4
54263,36,36
21499,1,7
54268,58,57
54269,26,26
21503,1,1
119808,3,3
87042,16,16
21507,22,22
21510,12,9
54279,12,12
119816,1,1
21516,1,3
21519,4,4
21523,1,1
54298,16,16
54299,31,31
21534,15,18
21535,2,2
21542,4,4
54311,13,13
119848,1,1
54317,2,2
87087,8,8
21552,4,4
21560,3,3
21565,26,26
87102,4,4
54343,10,10
54348,9,9
21581,18,17
87117,3,3
21583,5,5
87122,1,1
54355,9,9
119892,8,8
87125,5,5
21592,0,1
54360,15,15
87131,5,5
21598,4,4
21599,10,10
54370,2,2
87139,6,6
54371,9,7
54375,10,10
87144,5,5
87150,5,5
87152,5,5
54388,13,13
54389,2,2
87162,14,14
21629,13,13
21630,13,13
54397,2,2
21639,2,2
54407,19,19
119946,15,15
54416,19,19
21653,22,18
54428,1,0
21668,4,4
21671,23,23
21672,23,23
54449,20,20
119986,6,6
21684,0,1
119989,1,1
21686,1,1
87224,6,6
54458,43,43
21698,1,1
21702,6,6
54472,11,11
87246,6,6
21712,13,13
21716,7,7
87256,5,5
21724,4,4
54494,12,12
21730,1,1
54507,19,19
21740,25,25
54512,31,31
21747,29,29
21763,6,6
120067,3,3
87299,1,1
87304,18,18
120077,1,1
21779,10,10
54549,9,10
54552,16,16
54557,16,16
21789,5,5
21792,4,4
21802,4,4
21806,40,40
54576,15,15
87346,69,69
21812,10,10
54580,49,45
54583,20,22
21816,11,11
87353,17,17
87356,1,1
87359,21,21
54592,14,14
87361,5,5
21827,9,9
87363,17,17
21829,16,16
87366,17,17
87369,23,23
54603,7,7
120140,8,8
54606,15,15
87377,20,20
21846,7,6
87383,21,21
54626,15,15
87395,5,5
87394,5,5
21858,1,1
54630,38,38
87399,13,13
21866,2,2
21871,27,27
120177,1,1
21876,4,4
120184,6,6
54648,1,1
54650,2,1
21885,2,2
54653,2,2
54657,36,36
21898,6,5
120203,1,1
87445,5,5
21910,12,12
21914,0,4
21915,13,13
54684,19,19
21920,11,11
21924,1,0
54697,14,11
120235,7,7
54702,1,1
21940,2,2
21942,12,12
54725,2,2
21970,18,18
21971,13,13
54743,36,36
54746,54,54
54749,16,16
21982,6,7
54750,16,16
54753,11,11
21986,7,7
54758,3,2
21993,12,12
54763,1,1
54767,15,15
22000,4,4
54774,56,49
22007,12,12
22006,0,15
120310,3,3
54784,10,9
54792,43,43
120329,8,8
87564,6,5
54797,31,31
87565,6,6
87567,5,5
54803,36,36
54820,3,3
120358,1,1
54823,7,7
22067,29,29
22068,40,40
54839,2,2
22078,5,5
87617,3,3
54851,4,4
54857,33,28
54858,9,15
54863,17,17
54866,18,18
54871,36,36
22107,3,3
54876,11,11
54878,38,38
22112,1,1
22115,14,14
120422,2,2
54890,23,23
22122,24,24
54892,2,2
22127,18,18
22128,20,20
22131,13,13
54900,8,8
54905,8,10
54916,20,20
54921,20,20
87689,1,1
54926,11,11
54927,7,7
54929,1,1
120466,1,1
54934,17,17
54940,20,19
54946,11,11
54949,2,2
54951,1,1
54956,1,1
22201,6,6
54970,11,11
54973,7,7
54977,6,6
22216,2,2
54987,32,32
87755,8,8
22228,25,25
54998,11,11
22234,5,5
87772,1,1
55005,17,17
55007,1,1
22242,16,16
22249,3,3
55020,2,0
55026,2,2
120566,5,5
55037,7,7
55051,1,1
120593,1,1
55059,2,2
55067,7,7
22303,5,5
55082,18,18
55083,6,6
55091,7,7
55105,20,20
22345,0,3
55114,1,1
55118,43,43
22356,6,6
22363,25,25
120668,7,7
120669,6,6
55136,8,8
87908,14,14
55141,18,24
55143,7,7
22376,15,15
55146,19,19
55150,24,24
22382,1,1
87922,2,2
22388,4,4
120695,7,7
55160,1,1
120702,6,6
55166,11,11
120704,1,1
55170,12,12
55174,27,27
120713,1,1
55178,14,14
22425,17,20
87962,2,2
55194,2,2
55197,1,0
87969,2,3
22439,25,25
55211,0,1
22445,12,12
22448,1,1
55225,3,3
22458,3,0
22463,17,17
88004,5,5
55241,3,3
120792,7,7
22496,11,16
55267,0,1
55279,2,2
55281,2,2
55285,20,20
22520,1,1
55300,8,8
55301,1,0
22535,2,1
22542,2,0
22544,9,9
120849,1,1
55315,24,24
55318,5,5
22560,14,16
55331,16,16
55335,1,1
120874,6,6
55338,16,16
55341,6,6
88115,1,1
55348,5,5
55352,2,2
88124,2,2
55363,1,7
22596,44,44
55365,0,2
22598,5,5
55367,2,2
22606,42,42
55378,16,16
22619,6,6
22629,2,2
55400,2,2
55404,2,2
120945,1,1
22650,12,13
55425,29,29
22666,10,10
55436,27,27
22670,11,13
22674,23,23
55445,9,9
88218,5,5
55456,1,1
55457,2,2
88225,1,1
22699,26,26
55468,2,0
22702,2,2
55472,23,23
88246,3,3
22716,1,1
22720,5,5
55490,28,31
22722,8,8
22723,4,4
55494,56,58
22730,23,23
88267,10,10
55505,16,16
22740,4,4
22745,4,4
22752,1,1
22758,6,6
22766,8,8
88302,5,5
22772,8,8
55540,35,35
121085,1,1
55561,7,7
22799,2,2
88338,1,1
55574,27,28
88344,10,10
55579,2,2
22812,11,11
121117,1,1
55583,1,1
88352,3,3
55588,40,40
55589,7,7
22822,0,2
55601,29,29
55604,1,1
121142,2,2
88375,4,4
22842,12,12
55612,36,37
121150,14,14
121151,5,5
55616,2,2
121165,18,18
88402,5,5
121171,1,1
55636,2,2
55643,1,1
55647,15,15
55651,7,7
88420,1,1
55660,3,4
55667,14,36
121203,1,1
88437,15,15
121206,8,8
22907,2,2
55678,2,2
55693,1,1
55698,39,39
22931,6,6
22930,6,8
55703,7,7
22935,3,0
88481,25,23
22946,4,4
88482,13,13
55713,7,7
121254,1,1
55719,1,1
121258,5,0
22955,0,1
121265,5,5
121274,7,7
55742,3,3
55747,37,26
22991,11,11
55765,2,2
88536,3,3
55768,3,3
88539,7,7
88540,7,7
55773,14,14
23003,2,2
121313,1,1
55780,3,3
23012,1,0
55786,7,7
55798,17,16
121334,12,12
55802,4,4
55803,43,43
55808,46,46
23042,12,12
55817,2,2
23055,2,2
55824,8,8
23059,12,12
55829,2,2
121366,7,7
55832,26,26
23069,4,4
23070,5,4
55838,3,3
55842,47,47
23084,12,12
55856,1,1
55861,4,4
55865,5,5
121405,1,1
121408,1,0
88650,13,13
55884,4,4
55887,3,3
121425,2,2
88657,4,4
55890,2,2
55903,1,1
23139,1,1
55912,9,9
55913,36,32
55918,1,1
55919,7,3
23155,6,6
55923,1,1
55927,1,1
55931,1,1
88699,7,7
55935,1,1
55937,1,1
55940,14,14
55944,5,3
23184,25,6
121490,15,15
88722,2,2
55958,1,1
55967,2,4
55968,4,8
88735,2,2
88736,2,2
23203,15,17
23204,11,11
55970,2,2
55977,5,5
23209,28,28
55982,2,2
55990,3,3
23232,0,1
23233,18,18
121543,7,7
23242,2,2
88779,5,5
23243,4,4
56016,9,9
56021,7,7
121559,1,1
23257,2,2
56028,2,2
56035,21,21
88803,1,1
23272,1,1
121582,8,7
56047,1,1
23282,1,1
56051,7,7
23285,4,4
56055,2,2
56061,0,2
56069,9,9
23302,7,7
121608,1,1
88840,0,1
56086,2,2
23318,12,12
56088,4,4
121625,1,1
88860,14,14
56092,20,20
121633,5,5
88868,1,1
88869,8,8
56103,21,22
56104,21,19
56107,20,20
56111,4,4
121654,4,4
56126,15,16
121669,1,1
56136,1,1
121674,7,7
88907,1,1
23371,4,0
56142,11,11
56145,1,1
88914,5,5
56153,15,15
121691,2,2
56157,2,2
23389,4,4
23392,23,23
56162,8,8
56164,4,4
56165,4,4
23399,16,16
56174,1,1
88945,1,2
23410,4,4
56179,3,3
88947,1,1
56183,1,1
23417,4,4
88954,11,11
88956,4,4
23422,20,20
23426,9,9
23427,1,5
56196,3,3
56197,1,1
56194,1,1
56199,32,32
23432,18,18
56201,19,19
23436,12,12
56210,2,2
56212,4,4
56213,19,24
23446,26,26
121752,7,7
56217,5,2
56219,3,3
23456,9,9
23465,1,1
56236,5,5
23471,28,28
56244,18,20
121781,1,1
56248,14,15
23480,1,1
23483,32,32
23486,24,24
56258,1,1
56260,18,17
89035,1,1
23499,1,1
23504,1,1
56273,3,3
23512,20,20
56283,20,20
23516,24,24
56285,7,7
23519,1,1
23526,24,24
56298,1,1
56304,27,27
23539,25,25
23544,1,1
56317,0,20
56320,4,4
56322,4,4
56328,1,1
56329,9,9
23561,2,2
23562,1,1
23566,25,25
56336,1,1
23571,14,24
23573,6,6
56356,9,9
56360,5,5
23598,25,25
56368,3,3
56369,4,4
23607,25,25
56377,1,1
121917,1,1
23614,1,1
121919,2,2
89153,2,2
56386,1,1
89158,12,12
23622,1,0
23626,29,30
56396,2,2
56400,31,31
23636,24,24
56406,0,1
56414,10,10
56419,9,9
23654,24,24
56424,10,10
23657,25,25
56428,4,4
23660,1,1
56431,3,3
23671,1,1
23675,20,20
56443,5,5
23678,24,24
56451,59,58
121988,4,4
89223,1,1
23691,8,8
89229,2,2
23695,9,9
56464,4,4
23699,25,24
89237,1,1
56471,3,10
23704,1,1
23706,30,30
56475,10,10
23707,1,0
56486,6,6
56487,6,6
89256,2,0
89259,2,2
23724,24,24
56492,2,2
23729,14,15
56498,10,10
89268,2,2
23733,1,0
23734,9,1
23744,40,40
89280,2,2
23748,8,8
122054,3,3
89296,1,1
56532,1,0
56536,4,4
56537,13,13
56541,14,14
56546,6,6
23780,24,24
56548,2,2
23783,2,2
56554,15,15
23791,1,1
89338,2,2
23805,1,1
56573,6,6
56574,19,19
56578,20,20
23812,24,24
56587,1,1
23820,14,14
23821,5,4
56591,1,1
23828,29,29
89369,6,6
122138,7,7
89370,2,2
89372,4,4
23844,24,24
23854,42,42
56628,2,2
89398,12,12
56630,4,5
23868,1,1
56638,16,16
56647,15,15
56649,6,6
89419,2,2
56664,1,0
23915,2,0
56693,1,1
56702,0,4
23938,118,100
23939,8,8
56708,1,1
122256,4,4
23957,2,2
56728,20,20
23961,1,1
56731,1,1
23973,130,130
89513,2,2
56747,7,7
23988,8,8
23989,8,8
56756,14,12
122294,2,2
56767,3,5
122307,12,12
56776,1,2
56781,21,21
122318,0,2
56784,20,20
89552,4,4
89556,11,11
89557,11,11
122328,1,1
122332,4,4
24030,2,2
24031,2,2
56802,4,3
89571,2,2
89580,2,2
56817,5,4
89586,1,1
24062,1,1
56830,1,1
89600,3,0
89603,2,2
56840,20,20
89611,17,17
56844,1,1
89618,1,1
24082,1,1
24085,21,31
24089,3,3
24093,2,2
56871,21,21
56876,4,7
24109,6,6
24113,1,1
89650,3,3
24119,8,8
24122,8,8
24125,2,2
56895,31,31
24130,1,1
24136,8,8
56904,0,1
24138,2,2
24143,13,13
89682,5,5
56916,4,3
89685,2,2
56923,5,5
56925,16,16
122461,1,1
24160,23,23
56929,20,20
24167,1,1
24168,1,1
24172,7,7
56941,2,2
122486,3,3
56953,12,15
24186,1,1
89721,2,2
56954,6,6
24201,1,1
56975,6,0
56976,12,12
56979,5,5
122516,4,4
89750,19,19
24221,3,3
89759,3,0
56995,7,7
24230,47,47
24236,7,7
57008,15,14
89780,13,12
57019,2,0
24255,21,21
57024,11,11
89795,1,1
122564,11,11
57030,12,12
57033,9,9
24266,23,23
24267,28,28
57036,31,31
57037,1,1
24277,1,1
89816,2,2
24282,0,1
24283,4,4
57051,1,1
89821,2,2
57058,0,3
24292,10,11
122599,1,1
24296,41,41
57065,14,15
57064,31,31
24303,47,51
57073,21,21
122610,87,87
24311,22,22
57082,1,1
57084,3,3
89853,2,2
89858,1,1
57091,13,13
24331,13,13
24343,38,47
89879,2,2
57113,3,3
57118,1,3
24351,18,18
24352,18,10
57119,2,2
57127,9,9
24360,6,6
24367,12,12
57136,13,13
57143,15,15
89912,2,2
24377,62,62
57146,3,3
57147,5,5
57150,32,32
122688,7,7
57152,17,17
57155,2,2
24390,4,4
24392,36,36
57161,8,7
24396,45,45
57165,24,24
57174,17,17
57176,3,2
24409,94,94
24411,10,10
57180,13,13
57182,7,7
24416,31,31
24422,5,5
57190,35,35
24423,4,4
57193,11,11
57196,5,3
57197,3,3
57202,1,1
122740,4,4
57208,11,11
24454,13,7
24455,5,4
122761,1,1
24461,11,11
57231,3,3
24464,2,2
57235,10,10
24468,5,3
24470,42,42
122778,32,32
57243,24,24
24474,9,9
24477,1,1
122783,1,1
57248,17,17
24484,6,6
24487,1,1
24493,2,2
90030,3,3
24498,2,2
57270,15,27
24507,20,19
57280,28,28
122816,1,1
57286,11,11
57289,10,10
24521,1,1
90062,3,3
57295,17,17
90066,1,3
24530,1,1
90067,0,2
90069,2,2
24535,28,28
24541,38,24
90080,5,5
24545,18,18
24548,49,50
24549,5,5
57320,27,27
90088,2,2
57329,24,24
90100,3,3
90104,5,6
57337,4,4
90108,12,12
57342,22,22
24577,0,1
90115,41,14
24581,38,38
57351,23,23
90123,1,1
57357,10,10
57361,18,18
24594,1,1
24596,38,38
24599,94,94
57368,5,5
57369,10,10
90142,7,7
57375,2,2
90145,2,2
24611,2,2
57381,23,23
122917,1,1
57386,36,36
24619,15,15
57390,28,28
24622,11,11
90160,2,2
57394,18,18
24629,12,12
24630,1,1
24631,1,1
57405,3,3
24638,9,9
24645,79,79
57416,15,15
24651,33,36
90187,4,4
24663,12,29
24664,25,25
24677,42,42
90218,2,2
122986,3,3
90221,1,1
24698,3,3
57476,16,11
24713,15,15
24714,1,0
57484,28,29
24720,11,11
57495,26,26
24729,30,30
24730,32,32
57499,20,20
57503,4,4
24739,21,21
90277,38,38
24743,7,0
57512,32,33
90281,2,2
57515,12,5
57519,3,3
90288,2,2
57521,31,31
57525,21,19
57528,1,0
24761,28,28
57529,10,10
57531,12,12
24767,1,1
24772,11,11
57543,1,1
57546,12,12
90316,1,1
24782,5,5
24784,11,11
57553,10,10
90320,1,1
57557,14,14
24796,36,36
57564,13,13
90334,2,2
90335,2,2
123103,7,7
24803,28,28
90360,2,2
24829,20,23
57602,20,20
57605,15,9
57609,32,32
57613,24,25
24845,1,1
57616,0,1
57617,7,9
90385,3,3
24851,37,37
57623,30,32
90392,2,2
57633,30,32
57636,22,22
57637,3,3
24872,52,52
24877,11,11
57648,20,20
90419,51,47
123187,1,1
57659,2,2
24896,3,3
57667,6,9
57679,29,29
90454,2,2
57692,12,12
123228,7,7
57693,2,2
24927,10,10
57695,2,2
57699,24,24
24932,52,52
57701,7,7
90473,3,3
57708,30,30
24943,10,10
57719,2,2
24952,1,1
57721,16,16
24963,28,28
57733,3,0
90511,10,8
57743,2,2
24977,6,5
24982,1,1
24987,50,37
57758,25,25
57765,5,5
57767,20,20
25004,25,25
57773,1,1
57772,5,5
25008,40,40
57790,1,1
57792,25,25
57793,10,10
57795,1,1
25032,1,1
25033,28,28
57806,2,2
57807,1,1
57811,2,2
90580,5,5
57823,11,11
90593,3,3
123362,1,1
57835,30,30
25067,3,3
57841,2,2
90610,1,1
57844,1,1
25080,1,1
123389,1,1
123392,4,4
90625,11,11
57862,2,2
57866,1,1
90636,4,4
57869,3,2
57870,2,2
25116,1,0
57887,17,16
25129,3,3
57897,2,2
57899,2,2
57904,1,1
25138,3,3
57910,19,18
123446,7,7
57919,21,21
90690,7,7
123465,1,1
57931,16,16
57935,5,5
57936,5,5
90707,11,11
25173,3,3
57942,1,1
90713,1,1
25178,5,5
57950,5,5
57955,11,11
57960,10,10
25197,12,12
90738,11,11
57977,21,21
25211,1,1
57984,1,1
57988,1,2
25222,23,23
123526,2,2
58001,1,1
58004,17,17
58010,11,11
123551,1,1
90786,1,1
25255,21,21
123561,3,3
58029,12,11
25272,5,5
58041,16,16
25278,1,1
58052,1,1
58057,20,20
90825,4,4
90826,4,4
58068,2,2
58069,7,7
123606,7,7
25303,13,13
58078,1,1
58090,0,2
58092,1,1
25328,1,1
25331,28,28
123636,4,4
58112,18,18
25358,57,70
123668,1,1
58136,23,28
58140,1,1
58144,5,5
58151,2,2
90921,9,9
25394,7,7
58168,1,1
25401,3,3
123711,1,1
123730,2,2
90964,4,4
25437,3,3
58214,27,27
58216,6,6
25450,1,1
58222,27,27
25457,23,23
25462,3,3
58233,7,7
91004,1,1
58244,18,18
58253,10,10
58257,11,11
58260,15,17
58263,43,43
25504,28,26
25508,2,2
123812,2,2
58280,1,1
25518,23,23
25520,1,1
58299,0,1
25535,28,28
91077,37,37
58310,2,2
91082,12,12
58316,0,12
58317,11,11
123860,1,1
25561,13,13
25563,8,8
58332,10,10
25567,2,2
91106,2,3
25571,9,9
91107,2,2
91112,5,5
25580,0,1
58349,10,8
25583,13,13
25589,37,37
58357,2,2
91129,1,1
25597,3,3
123903,1,1
58370,16,9
25607,3,3
58376,38,38
58378,20,20
25620,13,13
58391,4,4
25624,20,20
58393,7,7
58395,11,11
91168,1,1
58410,17,17
25645,3,3
58414,10,10
58416,10,12
91189,0,1
58422,10,10
58424,6,6
25657,23,23
58429,10,10
58436,10,10
25672,25,28
58442,1,1
91211,2,2
25677,9,9
25683,29,29
25685,25,22
58453,1,0
58457,8,8
25690,9,10
25691,8,8
58460,10,10
58463,0,1
25698,10,10
58469,1,1
58486,1,1
25724,1,1
58494,17,17
124030,7,7
25728,16,16
58503,11,11
124050,1,1
58524,7,7
58527,7,7
91300,3,5
58533,2,2
25772,13,13
25775,0,1
25780,1,1
58551,0,1
91320,4,4
25796,1,1
58569,6,6
124106,0,1
91348,12,12
58582,18,18
25817,25,25
25821,1,1
25824,70,70
58593,8,8
25825,42,42
58598,2,2
58602,1,1
25842,1,1
58611,0,2
25847,23,23
25848,12,12
91387,4,4
25855,3,3
25857,33,33
25860,7,7
25864,13,13
91409,10,10
25877,1,0
25881,28,28
25885,10,10
58654,18,16
124197,9,9
25894,1,0
91434,12,12
124207,1,1
25909,1,0
91446,4,4
25913,10,10
25916,8,14
25929,21,21
25930,8,8
58698,1,2
25939,5,5
58715,40,36
25948,14,14
25951,8,8
58722,2,2
25958,1,1
58729,21,21
25965,20,16
91501,4,4
91506,4,4
25971,7,7
58741,4,4
91515,1,1
58752,1,1
58753,2,2
25984,1,1
25988,3,3
58758,1,1
58759,8,8
25991,3,5
25995,8,8
58770,12,12
26003,11,11
58773,1,1
26008,10,10
26013,68,69
58782,6,6
26029,11,11
58804,16,16
58808,1,1
124350,3,3
26046,10,10
124352,1,1
58815,2,2
58817,4,4
26051,21,21
91597,39,39
58831,20,20
26063,8,8
58833,4,1
124370,1,1
26070,39,37
124375,0,1
26073,1,1
124377,1,1
58843,13,13
58847,2,4
58850,2,2
26083,11,11
124388,7,7
58854,31,32
26089,1,1
26093,9,8
124403,9,9
58874,8,8
124417,7,7
26114,10,10
26115,12,12
26116,12,12
58886,32,32
58889,11,11
26126,27,26
58897,6,6
91666,3,3
26131,24,24
58899,13,13
26133,16,16
124437,7,7
58906,6,6
26140,1,1
26142,32,32
26144,0,1
26148,12,12
58918,1,1
26155,1,1
124460,7,7
124461,7,7
26159,2,2
58932,17,17
91701,1,1
26167,3,3
26171,4,4
26174,25,25
26177,1,1
91714,99,99
26181,11,10
26182,13,12
91720,1,1
26186,0,1
26189,11,11
58958,19,19
124496,8,8
58961,13,13
58963,1,1
58966,2,1
26209,26,26
26222,13,13
124538,7,7
91770,2,2
26237,4,4
91776,1,1
26241,12,12
26244,4,4
59014,2,2
26249,9,9
26251,7,7
59021,6,6
59023,29,25
26256,21,22
59025,0,1
26263,23,23
91801,1,1
26268,42,42
26275,2,2
26278,12,12
26280,26,26
59050,6,6
26289,27,31
59060,18,20
59063,38,38
26297,26,26
26302,1,1
59071,19,19
26307,1,1
59077,14,14
59082,2,2
124620,5,5
26321,13,13
59089,13,13
59091,13,13
59093,13,13
26326,4,4
91864,5,5
59098,12,12
59099,10,10
26330,10,10
91866,1,1
91870,3,3
26334,12,11
26336,26,26
91874,15,15
26339,1,1
26344,4,4
26346,4,4
59116,16,17
91891,1,1
59128,7,7
59129,10,10
59132,7,7
59133,13,13
26367,6,6
91907,20,20
59142,13,13
59146,39,39
26379,2,2
26384,32,32
91921,36,36
26385,26,26
59152,2,2
124688,0,1
26389,25,25
59169,7,7
59178,19,19
26413,12,9
26416,13,13
124724,5,5
59189,2,2
91958,13,42
91959,50,50
26421,2,2
26425,26,26
26427,56,56
26428,42,42
26432,9,9
59201,19,20
26433,2,2
59205,3,3
26438,9,9
26442,1,1
59222,5,5
26455,37,37
91998,3,3
26466,25,25
59237,41,41
26471,8,5
59244,25,26
92022,3,3
59258,6,6
92027,9,9
59259,8,8
26495,4,4
59267,10,10
59269,7,7
26505,3,3
59273,41,41
26508,12,12
124817,1,1
26522,69,68
59291,41,41
26527,2,2
26535,2,2
59305,10,10
26540,2,2
59310,19,21
59311,26,26
26549,1,1
92090,99,99
92096,5,5
26561,1,1
92107,41,41
26572,1,1
59346,41,43
92114,2,2
26578,4,4
26583,2,2
59352,23,23
92121,3,3
92120,5,5
124904,5,5
26602,1,1
59371,13,15
26608,12,12
59390,34,33
26622,0,2
26625,5,5
59395,28,28
26629,31,26
92168,4,4
59404,22,22
26636,25,25
26641,13,13
26644,1,1
59416,2,2
26652,1,1
59427,11,11
26662,1,1
26665,16,16
92223,1,2
26689,4,4
59458,13,13
92229,1,1
59462,22,22
26695,25,25
125003,7,7
26706,108,108
59476,1,1
59477,20,22
26709,1,1
26710,1,1
26714,16,4
125024,11,11
59489,28,28
26728,25,25
26733,5,5
59510,32,32
26744,1,1
92281,21,21
26752,25,25
26754,3,3
26755,2,2
59526,10,10
59529,1,1
26764,9,9
59535,53,53
26768,14,14
26769,8,8
26781,21,23
59560,25,25
26794,4,4
59576,6,6
59584,28,28
59587,13,13
59595,6,6
26832,25,25
92373,0,2
59606,13,13
92376,2,2
92381,2,2
59616,19,19
92392,2,2
92393,2,2
59625,0,1
59627,19,19
92395,2,2
59631,6,6
59635,20,20
59640,15,15
26873,5,6
59646,10,10
26878,10,10
26880,10,10
92414,2,2
59650,11,10
26883,4,4
92418,2,2
26888,14,12
59657,15,15
92433,2,2
59666,1,1
26898,3,3
92440,2,2
59673,23,23
92444,2,2
59679,2,2
26911,1,1
26915,5,9
26916,65,65
92454,5,5
59691,2,2
92465,1,1
26934,5,5
59704,1,0
59705,17,17
92476,7,7
59712,16,16
92480,2,2
26946,108,108
59728,12,12
26965,5,5
26973,7,1
59743,8,8
26978,30,30
59752,14,14
59755,20,24
26991,1,1
27004,22,22
125308,1,1
59774,3,3
59780,5,5
27013,0,1
59781,1,1
59784,3,3
92555,2,2
59789,23,23
59804,20,20
59805,70,69
27036,19,19
59808,1,1
59811,6,7
59813,11,11
92582,5,5
92583,1,1
59822,19,19
59824,5,5
59825,2,2
59833,2,2
59836,9,9
125377,4,4
59843,2,2
125379,1,1
27078,33,33
125388,5,5
59852,1,1
59861,20,20
27096,3,3
125401,3,3
59874,1,1
59875,3,1
92644,5,5
59888,3,3
27129,47,47
27130,47,47
59897,13,13
59898,7,7
59901,10,10
125438,7,7
59904,3,3
59912,1,1
59913,9,9
27148,7,7
59917,9,9
27151,28,28
59922,2,2
59925,1,2
59930,12,12
27165,61,61
27166,61,61
59935,11,11
125478,1,1
27176,1,1
59949,19,19
27182,7,7
92719,17,17
125488,3,3
59954,16,16
59955,2,2
27190,14,14
59962,1,1
59965,13,13
27205,21,22
59976,12,12
59978,13,13
59981,13,13
59990,17,17
59996,4,4
60002,42,43
60008,4,5
60011,17,17
27244,6,6
27247,77,77
60016,40,40
27248,47,47
27250,11,11
27255,1,1
27262,5,5
60034,12,12
125570,5,5
60044,9,9
27277,23,23
27280,3,2
60049,2,2
60051,19,19
27295,2,2
60065,2,2
27298,36,36
60068,1,1
60072,13,13
60074,41,41
27309,2,2
27313,3,3
125620,3,1
27320,38,38
60094,1,0
27333,2,2
60102,35,40
92874,5,4
60109,9,9
60120,2,2
60124,1,0
60131,2,2
27363,13,13
27369,0,1
60141,7,7
60142,19,19
60148,22,22
27382,14,4
27395,7,7
60164,17,17
60176,2,2
60180,1,1
27413,10,10
60184,25,25
27420,23,23
60188,20,0
60194,5,5
92969,7,7
27434,1,1
27439,4,4
60207,2,2
27441,6,6
27444,0,1
60213,2,1
27447,11,11
60217,12,12
60222,30,30
92990,4,4
27462,12,10
60233,1,1
60236,1,1
93007,3,3
60245,6,6
60254,1,1
60262,5,5
60265,1,1
27501,60,60
27502,35,35
27503,4,4
60277,8,9
27512,2,2
125826,8,8
27526,13,13
60296,34,22
93067,47,47
125837,1,1
60302,6,6
93071,9,9
60306,5,5
93079,3,3
27545,41,42
60315,1,1
60324,1,1
60328,2,2
93099,3,3
60335,8,8
60338,1,1
60343,41,41
93112,3,3
27581,12,12
93122,5,5
60358,20,20
27596,13,13
60365,1,1
93135,5,5
60368,4,5
27601,31,31
93136,5,5
93137,5,5
60372,5,5
93140,5,5
125914,1,1
60382,5,5
93150,5,5
60392,25,25
60393,1,1
125934,2,2
27630,2,2
93168,6,6
27635,25,25
60406,14,14
60415,5,5
60418,1,1
27654,121,121
27657,1,1
27659,4,4
125966,4,4
60436,1,1
60445,1,1
60447,0,1
27680,1,1
60449,2,2
27683,67,80
60462,5,5
93230,5,5
27704,33,33
27705,25,25
60477,1,1
27710,25,25
93251,7,7
27718,1,1
27727,81,131
60499,1,1
60504,2,2
27739,6,6
93276,1,1
93281,5,5
60518,5,5
60522,2,2
60526,35,35
126063,2,2
126068,5,5
60535,10,10
27770,42,42
60539,5,5
60544,8,8
60545,9,8
60551,2,2
60556,10,10
60559,1,1
27792,135,135
126097,2,2
93332,5,5
60565,6,6
27807,13,16
93344,4,4
60581,2,2
27814,2,2
60589,1,1
27824,101,101
60595,23,23
60598,5,5
60602,2,2
27835,0,2
60608,1,1
60609,10,10
60617,4,4
27851,0,1
60627,8,8
27860,36,36
27864,17,17
60633,17,17
126168,1,1
60639,3,3
93408,1,1
27879,17,17
60647,4,4
60650,2,2
126193,1,1
27890,22,22
60667,5,5
27904,40,40
60672,12,12
60680,11,10
60684,20,20
27917,18,18
60692,9,9
60704,12,12
27939,1,0
27943,1,1
60716,1,1
60723,3,3
60725,8,8
93500,1,1
27976,42,42
60745,3,3
60749,37,36
60753,2,2
60757,9,9
60764,2,2
126301,2,2
28002,1,1
60772,1,1
60773,3,3
60782,10,10
60786,1,1
28027,6,6
60802,25,25
126338,7,7
60806,41,42
60809,2,2
28043,34,34
60812,24,38
60815,64,64
93584,1,1
93588,2,2
126356,1,0
60829,17,17
60831,5,5
60835,9,9
28070,58,58
28072,2,2
60844,7,5
126383,2,2
28085,2,2
60854,42,43
60857,3,3
126396,2,2
28094,6,6
60862,2,2
60867,8,8
28100,1,1
28105,2,2
28114,6,6
126420,5,5
60885,12,13
93656,47,47
60889,3,3
60896,27,28
28130,58,58
28132,1,1
60903,8,8
28138,38,39
28141,53,55
93677,4,3
60916,64,64
28148,2,2
60919,52,52
28151,1,1
60923,1,1
28157,1,1
60928,6,6
93699,40,40
93701,0,7
60933,9,9
28169,3,3
